DATA CRIAÇÃO;NÚMERO MM;OPER;TIPO;TIPO DE EMISSÃO;MOEDA;MONTANTE;VALOR BALANÇO;DATA INÍCIO;DATA FIM;CÓDIGO ACTIVO;NOME ACTIVO;ISIN;SECTOR INSTITUICIONAL;CONTA;TOTAL;DATA CONTABIL.;TAXA JURO;TOTAL MM;JURO CORRIDO;CÓDIGO PROGRAMA;BALCÃO;NIF CLIENTE;CONTA 074;TIPO TAXA;TAXA INTERVENÇÃO;SPREAD;INDEXANTE;VALOR INDEXANTE;ALTAMIRA;PRODUTO;SUBPRODUTO
27/12/2024;657798;Empréstimo;Papel Comercial;Prémio;EUR;50000;50000;31/12/2024;31/03/2025;PC0812_0020;TEXTEIS CAES DE PEDRA SA - 2020 - 20ª Emissão;PTT468JM0003;1320000;TEXTIL CAES DE PEDRA, SA//;50100.00;27/12/2024;0.8;50100.00;63.33;PC0812;6246;500070474;"	";Taxa Fixa;0.8;;;;6221048548;113;EMP
27/12/2024;657799;Empréstimo;Papel Comercial;Prémio;EUR;4000000;1500000;31/12/2024;28/03/2025;PC1159_0004;GRUPADO C SANTOS - 2024 - 4ª Emissão;PTE56AJM0030;1312000;EUROPECAS, SA//;1512604.13;27/12/2024;3.477;1512604.13;8257.88;PC1159;6581;500102333;"	";Taxa Variável;3.477;0.9;EURIBOR6M;2.577;8046344345;113;EMP
27/12/2024;657803;Empréstimo;Papel Comercial;Prémio;EUR;5000000;1000000;27/12/2024;27/03/2025;PC1189_0001;GRUPADO NUTRINVEST 2024 (2) - 1ª Emissão;PTN252JM0006;1312000;NUTRIFARMS ,SA//;1009327.50;27/12/2024;3.731;1009327.50;6321.97;PC1189;7103;500069280;"	";Taxa Variável;3.731;1;EURIBOR3M;2.731;47852;113;EMP
27/12/2024;657812;Empréstimo;Papel Comercial;Prémio;EUR;5000000;4000000;27/12/2024;27/03/2025;PC1189_0002;GRUPADO NUTRINVEST 2024 (2) - 2ª Emissão;PTN1VQJM0045;1312000;NUTRINVESTE-SOC.GESTORA PART.SOCIAIS,SA//;4037310.00;27/12/2024;3.731;4037310.00;25287.89;PC1189;7103;501894675;"	";Taxa Variável;3.731;1;EURIBOR3M;2.731;8010254524;113;EMP
27/12/2024;657813;Empréstimo;Papel Comercial;Prémio;EUR;5000000;2000000;27/12/2024;27/03/2025;PC1190_0001;GRUPADO NUTRINVEST 2024 2024 (1) - 1ª Emissão;PTN30MJM0002;1312000;NUTRINVESTE II INVESTIMENTO,SA//;2018655.00;27/12/2024;3.731;2018655.00;12643.94;PC1190;;516149610;"	";Taxa Variável;3.731;1;EURIBOR3M;2.731;7402160288;113;EMP
27/12/2024;657814;Empréstimo;Papel Comercial;Prémio;EUR;5000000;3000000;27/12/2024;27/03/2025;PC1190_0002;GRUPADO NUTRINVEST 2024 2024 (1) - 2ª Emissão;PTN1VLJM0040;1312000;NUTRINVESTE-SOC.GESTORA PART.SOCIAIS,SA//;3027982.50;27/12/2024;3.731;3027982.50;18965.92;PC1190;7103;501894675;"	";Taxa Variável;3.731;1;EURIBOR3M;2.731;8010254524;113;EMP
30/12/2024;657869;Empréstimo;Papel Comercial;Prémio;EUR;135000000;135000000;30/12/2024;14/03/2025;PC1168_0001;BRISA CONCESSÃO IV - 1ª Emissão;PTB9SIJM0047;1312000;BRISA CONCESSAO RODOVIARIA SA//;135873292.50;30/12/2024;3.147;135873292.50;684472.5;PC1168;9411;502790024;"	";Taxa Variável;3.147;0.55;EURIBOR6M;2.597;8025220010;113;EMP
30/12/2024;657881;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;02/01/2025;31/12/2025;PC1031_0002;FRIGOSTO 2023 - 2ª Emissão;PTF71BJM0005;1312000;FRIGOSTO INDUSTRIA DE TRANSFORMACAO E PREPARACAO DE PRODUTOS CONGELADO//;1038357.00;30/12/2024;3.804;1038357.00;5811.67;PC1031;6239;501756442;"	";Taxa Variável;3.804;1.35;EURIBOR1Y0;2.454;8025951090;113;EMP
30/12/2024;657882;Empréstimo;Papel Comercial;Prémio;EUR;1500000;300000;31/12/2024;17/03/2025;PC0974_0013;Despomar 2023 - 13ª Emissão;PTD06KJM0063;1312000;DESPOMAR-COMERCIALIZAÇÃO ARTIGOS DESPORTIVOS, LDA//;302289.50;30/12/2024;3.615;302289.50;1717.13;PC0974;6239;501823646;"	";Taxa Variável;3.615;1.15;EURIBOR12M;2.465;8024823522;113;EMP
30/12/2024;657883;Empréstimo;Papel Comercial;Prémio;EUR;2500000;150000;27/12/2024;23/06/2025;PC0962_0006;GRUPADO CAETANO COATINGS S.A – 2022 - 6ª Emissão;PTC1AQJM0001;1312000;CAETANO COATINGS INTERNATIONAL S.L.//;152418.58;30/12/2024;3.261;152418.58;828.84;PC0962;6208;;"	";Taxa Variável;3.261;0.8;EURIBOR12M;2.461;7401270835;113;EMP
30/12/2024;657897;Empréstimo;Papel Comercial;Prémio;USD;112500000;107717349.67;02/01/2025;02/07/2025;PC1120_0002;GRUPADO EDP 2020 II - 2ª Emissão;PTED2RJM0000;2310000;EDP FINANCE BV//;115251200.00;30/12/2024;4.864;115251200.00;836000;PC1120;9411;;"	";Taxa Fixa;4.864;;;;7400199147;113;EMP
30/12/2024;657900;Empréstimo;Papel Comercial;Prémio;EUR;10000000;10000000;02/01/2025;01/04/2025;PC1155_0002;AAPICO MAIA 2024 - 2ª Emissão;PTAA9DJM0003;1312000;AAPICO MAIA S A//;10097108.89;30/12/2024;3.928;10097108.89;60011.11;PC1155;6210;504202219;"	";Taxa Variável;3.928;1.25;EURIBOR3M;2.678;8042951575;113;EMP
31/12/2024;657935;Empréstimo;Papel Comercial;Prémio;EUR;300000;300000;03/01/2025;04/04/2025;PC0946_0010;Domingos Sousa & Fos SA 2022 - 10ª Emissão;PTD03IJM0011;1312000;DOMINGOS SOUSA & FILHOS SA .//;302816.45;31/12/2024;3.714;302816.45;1671.3;PC0946;6246;500641269;"	";Taxa Variável;3.714;1;EURIBOR3M0;2.714;8006439586;113;EMP
31/12/2024;657936;Empréstimo;Papel Comercial;Prémio;EUR;600000;600000;03/01/2025;03/04/2025;PC0963_0009;DUVALLI - 2022 - 9ª Emissão;PTD36IJM0004;1312000;DUVALLI SA//;605565.00;31/12/2024;3.71;605565.00;3339;PC0963;6226;504638696;"	";Taxa Variável;3.71;1.25;EURIBOR1Y0;2.46;1700015791;113;EMP
31/12/2024;657948;Empréstimo;Papel Comercial;Prémio;EUR;1250000;1250000;03/01/2025;02/07/2025;PC1118_0004;GRUPADO EFAFLU - 2024 - 4ª Emissão;PTF73EJM0000;1312000;FIGEFA, SERVICOS DE CONSULTADORIA E GESTAO S.A.//;1270062.50;31/12/2024;3.21;1270062.50;6018.75;PC1118;6707;506740536;"	";Taxa Variável;3.21;0.75;EURIBOR12M;2.46;1700176349;113;EMP
02/01/2025;657976;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;03/01/2025;03/04/2025;PC1183_0001;DUVALLI,SA 2025 - 1ª Emissão;PTD36JJM0003;1312000;DUVALLI SA//;1008785.00;02/01/2025;3.514;1008785.00;5271;PC1183;6226;504638696;"	";Taxa Variável;3.514;0.8;EURIBOR3M;2.714;1700015791;113;EMP
02/01/2025;657978;Empréstimo;Papel Comercial;Prémio;EUR;300000;300000;06/01/2025;07/07/2025;PC0901_0007;GRUPADO MISTONETOS e MISTOLIN - JAN 2 - 7ª Emissão;PTMI17JM0006;1310000;MISTONETOS - SGPS, S.A.//;301289.17;02/01/2025;0.85;301289.17;361.25;PC0901;5315;505804360;"	";Taxa Fixa;0.85;;;;5100477908;113;EMP
02/01/2025;657979;Empréstimo;Papel Comercial;Prémio;EUR;400000;400000;03/01/2025;03/04/2025;PC0898_0011;IMPETUS - JAN 2022 - 11ª Emissão;PTI13QJM0014;1312000;IMPETUS PORTUGAL-TEXTEIS, S.A.//;400800.00;02/01/2025;0.8;400800.00;480;PC0898;6707;500736685;"	";Taxa Fixa;0.8;;;;8023798155;113;EMP
03/01/2025;658042;Empréstimo;Papel Comercial;Prémio;EUR;150000000;150000000;06/01/2025;19/03/2025;PC0282_0027;GALP ENERGIA 2014 - 27ª Emissão;PTGA2OJM0038;1312000;GALP ENERGIA SGPS, LISBOA//;150903600.00;03/01/2025;3.012;150903600.00;640050;PC0282;9411;504499777;"	31000310011604074";Taxa Variável;3.012;0.45;EURIBOR6M;2.562;8046324613;113;EMP
03/01/2025;658058;Empréstimo;Papel Comercial;Prémio;EUR;14000000;2500000;07/01/2025;07/04/2025;PC1125_0002;GRUPADO MARTINIQUAISE - 2024 - 2ª Emissão;PTV12QJM0000;1312000;VALE DE S. MARTINHO - SOCIEDADE AGRICOLA SA//;2521756.25;03/01/2025;3.481;2521756.25;12086.81;PC1125;7102;503998532;"	";Taxa Variável;3.481;0.75;EURIBOR3M0;2.731;7400380745;113;EMP
06/01/2025;658147;Empréstimo;Papel Comercial;Prémio;EUR;2000000;1300000;07/01/2025;10/03/2025;PC1055_0015;GRESTEL - 2024 - 15ª Emissão;PTG34OJM0013;1312000;GRESTEL PRODUTOS CERAMICOS S.A.//;1307634.50;06/01/2025;3.40995;1307634.50;6156.94;PC1055;6245;504266098;"	";Taxa Variável;3.40995;0.65;EURIBOR1M;2.792;2381006685;113;EMP
06/01/2025;658166;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;08/01/2025;08/04/2025;PC1072_0006;UNIOVO - 6ª Emissão;PTU10KJM0009;1312000;UNIOVO - OVOS E DERIVADOS S.A.//;2017435.00;06/01/2025;3.487;2017435.00;9492.39;PC1072;6586;501793372;"	";Taxa Variável;3.487;1;EURIBOR1Y0;2.487;8046408060;113;EMP
06/01/2025;658167;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;06/01/2025;07/04/2025;PC1122_0003;SIDEFARMA - 2024 - 3ª Emissão;PTS9HCJM0008;1312000;SIDEFARMA SOCIEDADE INDUSTRIAL DE EXPANSAO FARMACEUTICA S A//;1513452.83;06/01/2025;3.548;1513452.83;7539.5;PC1122;6208;500717419;"	";Taxa Variável;3.548;1.1;EURIBOR12M;2.448;8038219397;113;EMP
06/01/2025;658169;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;06/01/2025;26/05/2025;PC1178_0001;ENERMUNDO 2024 - 1ª Emissão;PTE1NAJM0000;1312000;ENERMUNDO - INSTALACOES ELECTRICAS, S.A.//;1012631.11;06/01/2025;3.248;1012631.11;4601.33;PC1178;6228;507980344;"	";Taxa Variável;3.248;0.8;EURIBOR12M;2.448;7400660899;113;EMP
06/01/2025;658191;Empréstimo;Papel Comercial;Prémio;EUR;14800000;14800000;08/01/2025;08/07/2025;PC0902_0008;PENTAFLEX - 2022 - 8ª Emissão;PTP91HJM0003;1310000;PENTAFLEX - HOLDING INVESTIMENTOS E PARTICIPAÇÕES SOCIAIS, SGPS, S.A//;14858040.67;06/01/2025;0.78;14858040.67;15712.67;PC0902;7102;516543946;"	";Taxa Fixa;0.78;;;;7402260970;113;EMP
06/01/2025;658192;Empréstimo;Papel Comercial;Prémio;EUR;2000000;700000;03/01/2025;29/12/2025;PC1191_0001;GRUPADO AUTOZITANIA 2024 - 1ª Emissão;PTA38UJM0058;1312000;AUTOZITANIA-ACESSORIOS SOBRESSALENTES SA//;725620.00;06/01/2025;3.66;725620.00;3843;PC1191;6593;501760555;"	";Taxa Variável;3.66;1.2;EURIBOR12M;2.46;8029710626;113;EMP
06/01/2025;658193;Empréstimo;Papel Comercial;Prémio;EUR;2000000;700000;03/01/2025;29/12/2025;PC1191_0002;GRUPADO AUTOZITANIA 2024 - 2ª Emissão;PTB1AAJM0001;1312000;BRAGALIS, PECAS E ACESSORIOS PARA AUTOMOVEIS S.A.//;725620.00;06/01/2025;3.66;725620.00;3843;PC1191;6593;501560254;"	";Taxa Variável;3.66;1.2;EURIBOR12M;2.46;8037807550;113;EMP
08/01/2025;658314;Empréstimo;Papel Comercial;Prémio;EUR;6000000;3600000;08/01/2025;31/03/2025;PC1096_0004;DRIVE ON HOLIDAYS - 2024 - 4ª Emissão;PTD35NJM0008;1312000;DRIVE ON HOLIDAYS - COMERCIO E ALUGUER DE VEICULOS//;3635563.40;08/01/2025;4.337;3635563.40;21251.3;PC1096;6704;509776809;"	";Taxa Variável;4.337;1.85;EURIBOR12M;2.487;7400946974;113;EMP
08/01/2025;658367;Empréstimo;Papel Comercial;Prémio;EUR;900000;900000;10/01/2025;11/04/2025;PC1130_0004;ATB 2024 - 4ª Emissão;PTAZ6DJM0003;1312000;ATB ACABAMENTOS TEXTEIS BARCELOS,LDA//;908035.30;08/01/2025;3.532;908035.30;4150.1;PC1130;6707;501638733;"	";Taxa Variável;3.532;0.75;EURIBOR3M0;2.782;8007400616;113;EMP
08/01/2025;658368;Empréstimo;Papel Comercial;Prémio;EUR;900000;900000;10/01/2025;10/07/2025;PC1124_0003;VIALSIL 2024 - 3ª Emissão;PTV46CJM0006;1312000;VIALSIL, S.A.//;915434.78;08/01/2025;3.411;915434.78;4007.93;PC1124;6228;503539384;"	";Taxa Variável;3.411;0.85;EURIBOR1Y0;2.561;5100376938;113;EMP
08/01/2025;658385;Empréstimo;Papel Comercial;Prémio;EUR;1250000;1250000;10/01/2025;24/03/2025;PC0976_0005;MECWIDE SA 2023 - 5ª Emissão;PTM886JM0002;1312000;MECWIDE SA//;1259279.62;08/01/2025;3.661;1259279.62;5974.55;PC0976;6707;508603013;"	";Taxa Variável;3.661;1.1;EURIBOR12M;2.561;7400502963;113;EMP
08/01/2025;658389;Empréstimo;Papel Comercial;Prémio;EUR;4500000;4500000;10/01/2025;11/04/2025;PC0274_0112;FERREIRA CONSTRUÇÃO,SA - 112ª Emissão;PTG32GJM0015;1312000;GLOBAL F HOLDING SGPS S.A.//;4539687.38;08/01/2025;3.489;4539687.38;20497.88;PC0274;6581;509244297;"	31000310014905074";Taxa Variável;3.489;0.85;EURIBOR6M;2.639;7400902937;113;EMP
08/01/2025;658390;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;08/01/2025;07/07/2025;PC1194_0001;GRUPADO JOAQUIM CHAVES 2024 - 1ª Emissão;PTQ00YJM0068;1312000;JOAQUIM CHAVES ONCOLOGIA SA//;2037370.00;08/01/2025;3.737;2037370.00;10172.94;PC1194;6208;504148850;"	";Taxa Variável;3.737;1.25;EURIBOR12M;2.487;8046349580;113;EMP
09/01/2025;658431;Empréstimo;Papel Comercial;Prémio;EUR;2500000;2500000;10/01/2025;10/04/2025;PC1039_0005;CONDURIL - ENGENHARIA, SA - 2024 - 5ª Emissão;PTCD1YJM0071;1310000;CONDURIL ENGENHARIA, SA//;2525200.00;09/01/2025;4.032;2525200.00;13160;PC1039;6210;500070210;"	";Taxa Variável;4.032;1.25;EURIBOR3M;2.782;8001332171;113;EMP
09/01/2025;658433;Empréstimo;Papel Comercial;Prémio;EUR;1800000;350000;10/01/2025;29/12/2025;PC1098_0003;ALBERTO DIAS BARBOSA, LDA - 2024 - 3ª Emissão;PTAB1QJM0004;1312000;ALBERTO DIAS BARBOSA LDA//;361019.97;09/01/2025;3.211;361019.97;1467.25;PC1098;6228;502218134;"	";Taxa Variável;3.211;0.65;EURIBOR12M;2.561;196675;113;EMP
10/01/2025;658521;Empréstimo;Papel Comercial;Prémio;EUR;8100000;7000000;14/01/2025;11/07/2025;PC0994_0009;Grupado Logoplaste - 2023 - 9ª Emissão;PTEC3DJM0007;1310000;ECOIBERIA - RECICLADOS IBÉRICO, S.A.//;7133737.33;10/01/2025;3.864;7133737.33;32307.33;PC0994;7103;507502434;"	";Taxa Variável;3.864;1.3;EURIBOR12M;2.564;7400387010;113;EMP
13/01/2025;658572;Empréstimo;Papel Comercial;Prémio;EUR;11700000;11700000;15/01/2025;15/04/2025;PC0897_0012;PINTOGAL - JAN 2022 - 12ª Emissão;PTM71UJM0003;1320000;MULTILAFOES AVIARIO MULTIPLICACAO LAFOES, S.A.//;11719012.50;13/01/2025;0.65;11719012.50;8872.5;PC0897;6594;503254371;"	";Taxa Fixa;0.65;;;;9001492287;113;EMP
13/01/2025;658573;Empréstimo;Papel Comercial;Prémio;EUR;250000;250000;10/01/2025;10/04/2025;PC0900_0013;GRUPADO DEROVO - JAN 2022 - 13ª Emissão;PTD33IJM0015;1312000;DEROVO, SGPS, S.A.//;250525.00;13/01/2025;0.84;250525.00;274.17;PC0900;6594;508095212;"	";Taxa Fixa;0.84;;;;7400463271;113;EMP
13/01/2025;658599;Empréstimo;Papel Comercial;Prémio;EUR;5500000;5500000;15/01/2025;15/04/2025;PC1089_0003;FINANÇOR 2024 - 3ª Emissão;PTF604JM0106;1312000;FINANCOR DISTRIBUICAO ALIMENTAR LDA//;5543670.00;13/01/2025;3.176;5543670.00;20379.33;PC1089;7104;512014850;"	";Taxa Variável;3.176;0.6;EURIBOR1Y0;2.576;2101242443;113;EMP
13/01/2025;658617;Empréstimo;Papel Comercial;Prémio;EUR;15000000;15000000;13/01/2025;06/01/2026;PC1193_0001;GRUPADO ETE 2025 - 1ª Emissão;PTO26AJM0001;1312000;OCEAN HORSE OPERACOES MARITIMAS E PORTUARIAS S.A.//;15597658.63;13/01/2025;4.00665;15597658.63;73456.17;PC1193;7103;515170046;"	";Taxa Variável;4.00665;1.45;EURIBOR6M;2.649;7401776796;113;EMP
14/01/2025;658688;Empréstimo;Papel Comercial;Prémio;EUR;2500000;2500000;15/01/2025;15/07/2025;PC0894_0009;GRUPADO IBERSOL - DEZ 2021 - 9ª Emissão;PTIB1YJM0056;1312000;IBERSOL-SGPS,SA//;2518854.17;14/01/2025;1.5;2518854.17;4375;PC0894;7102;501669477;"	";Taxa Fixa;1.5;;;;8022616823;113;EMP
14/01/2025;658705;Empréstimo;Papel Comercial;Desconto;EUR;20000000;20000000;16/01/2025;17/04/2025;PC0003_0108;AMORIM HOLDING II 2008 - 108ª Emissão;PTAH1LJM0105;1312000;AMORIM HOLDING II, SGPS S.A.//;20000000.00;14/01/2025;3.211;20000000.00;88476.31;PC0003;9411;501811206;"	31000310005911074";Taxa Variável;3.211;0.45;EURIBOR3M0;2.761;8008751317;113;EMP
15/01/2025;658843;Empréstimo;Papel Comercial;Prémio;USD;250000000;242718446.6;17/01/2025;16/07/2025;PC0281_0023;GRUPADO EDP 2014 - 23ª Emissão;PTED2TJM0008;2310000;EDP FINANCE BV//;251750000.00;15/01/2025;1.4;251750000.00;388888.89;PC0281;9411;;"	31000310019342074";Taxa Fixa;1.4;;;;7400199147;113;EMP
16/01/2025;658891;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;20/01/2025;22/04/2025;PC0995_0005;ASPOCK PORTUGAL - 2023 - 5ª Emissão;PTA1K2JM0003;1312000;ASPOCK PORTUGAL, S.A.//;1010012.67;16/01/2025;3.918;1010012.67;4026.83;PC0995;6226;500643024;"	";Taxa Variável;3.918;1.25;EURIBOR6M0;2.668;5100477402;113;EMP
16/01/2025;658892;Empréstimo;Papel Comercial;Prémio;EUR;4200000;4200000;17/01/2025;17/04/2025;PC1127_0003;GRUPADO TIM WE - 3ª Emissão;PTT31NJM0053;1312000;TIM WE-SGPS SA//;4245769.50;16/01/2025;4.359;4245769.50;20342;PC1127;7103;507523660;"	";Taxa Variável;4.359;1.8;EURIBOR12M;2.559;7400311368;113;EMP
16/01/2025;658915;Empréstimo;Papel Comercial;Prémio;USD;112500000;109223300.97;17/12/2024;26/06/2025;PC0828_0011;GRUPADO EDP 2020 - 11ª Emissão;PTED2SJM0009;2310000;EDP FINANCE BV//;113138656.25;16/01/2025;1.07;113138656.25;237406.25;PC0828;9411;;"	";Taxa Fixa;1.07;;;;7400199147;113;EMP
17/01/2025;658980;Empréstimo;Papel Comercial;Prémio;EUR;1000000;250000;20/01/2025;17/06/2025;PC1192_0001;TRANSWHITE - 1ª Emissão;PTTW1PJM0019;1312000;TRANSWHITE - TRANSPORTES UNIPESSOAL LDA//;253661.97;17/01/2025;3.563;253661.97;915.49;PC1192;6239;506996395;"	";Taxa Variável;3.563;1;EURIBOR12M;2.563;5100550773;113;EMP
17/01/2025;659023;Empréstimo;Papel Comercial;Prémio;EUR;700000;700000;20/01/2025;22/04/2025;PC1126_0002;IRMÃOS MONTEIRO 2024 - 2ª Emissão;PTI39DJM0001;1312000;Irmaos Monteiro S.A.//;706373.81;17/01/2025;3.563;706373.81;2563.38;PC1126;6245;501248757;"	";Taxa Variável;3.563;1;EURIBOR12M;2.563;8041647209;113;EMP
17/01/2025;659024;Empréstimo;Papel Comercial;Prémio;EUR;3000000;3000000;20/01/2025;10/04/2025;PC1195_0001;MARTINS DA CRUZ & CRUZ 2025 - 1ª Emissão;PTM618JM0007;1312000;MARTINS DA CRUZ & CRUZ II METALOMECANICA SA//;3022420.00;17/01/2025;3.363;3022420.00;10369.25;PC1195;6707;503708399;"	";Taxa Variável;3.363;0.8;EURIBOR12M;2.563;8039312356;113;EMP
20/01/2025;659109;Empréstimo;Papel Comercial;Prémio;EUR;1500000;600000;22/01/2025;17/03/2025;PC0974_0014;Despomar 2023 - 14ª Emissão;PTD06NJM0060;1312000;DESPOMAR-COMERCIALIZAÇÃO ARTIGOS DESPORTIVOS, LDA//;603269.70;20/01/2025;3.633;603269.70;2119.25;PC0974;6239;501823646;"	";Taxa Variável;3.633;1.15;EURIBOR1Y0;2.483;8024823522;113;EMP
20/01/2025;659110;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;22/01/2025;22/07/2025;PC1050_0003;UNIMADEIRAS - 2024 - 3ª Emissão;PTUN1OJM0009;1312000;UNIMADEIRAS - PRODUÇÃO, COMÉRCIO E EXPLORAÇÃO FLORESTAL, SA.//;1019452.47;20/01/2025;3.869;1019452.47;3761.53;PC1050;6245;500293066;"	";Taxa Variável;3.869;1.25;EURIBOR6M0;2.619;1700163470;113;EMP
20/01/2025;659112;Empréstimo;Papel Comercial;Prémio;EUR;900000;900000;22/01/2025;22/04/2025;PC1129_0003;CARTONAGEM EXPRESSO 2024 - 3ª Emissão;PTCX2CJM0009;1312000;CARTONAGEM EXPRESSO LIMITADA//;907823.25;20/01/2025;3.477;907823.25;3042.38;PC1129;6246;504142712;"	";Taxa Variável;3.477;0.8;EURIBOR3M0;2.677;8045312565;113;EMP
21/01/2025;659174;Empréstimo;Papel Comercial;Prémio;EUR;5000000;3500000;23/01/2025;28/02/2025;PC0308_0180;GRUPADO VNC - 180ª Emissão;PTN18MJM0008;1320000;VNC CAPITAL SGPS, SA//;3511781.42;21/01/2025;3.36612;3511781.42;11126.83;PC0308;6246;508740002;"	31000310011885074";Taxa Variável;3.36612;0.6;EURIBOR1M0;2.774;7400549298;113;EMP
21/01/2025;659180;Empréstimo;Papel Comercial;Prémio;EUR;100000000;100000000;23/01/2025;27/03/2025;PC0396_0024;NOS - SGPS, SETEMBRO 2015 - 24ª Emissão;PTZM84JM0177;1310000;NOS-SGPS SA//;100203000.00;21/01/2025;1.16;100203000.00;109555.56;PC0396;9411;504453513;"	31000310013436074";Taxa Fixa;1.16;;;;8046287003;113;EMP
21/01/2025;659195;Empréstimo;Papel Comercial;Prémio;EUR;2700000;2700000;23/01/2025;23/07/2025;PC0869_0009;Grupado Portianga e S. C. Auto Africa - 9ª Emissão;PTP03XJM0026;1312000;PORTIANGA - COMERCIO INTERNACIONAL E PARTICIPAÇÕES, SA//;2757544.43;21/01/2025;4.239;2757544.43;10809.45;PC0869;7102;502296291;"	";Taxa Variável;4.239;1.75;EURIBOR1Y0;2.489;1700059301;113;EMP
22/01/2025;659233;Empréstimo;Papel Comercial;Prémio;EUR;2000000;150000;21/01/2025;26/03/2025;PC1154_0003;LASKASAS 2024 - 3ª Emissão;PTL668JM0008;1312000;LASKASAS, S.A//;150819.73;22/01/2025;3.074;150819.73;461.1;PC1154;6228;507272102;"	";Taxa Variável;3.074;0.55;EURIBOR12M;2.524;7400259429;113;EMP
22/01/2025;659276;Empréstimo;Papel Comercial;Prémio;EUR;3350000;3350000;24/01/2025;24/04/2025;PC1163_0002;EUROGALVA - 2ª Emissão;PTE88GJM0010;1312000;EUROGALVA SA//;3379253.88;22/01/2025;3.493;3379253.88;10726.42;PC1163;6226;507011503;"	";Taxa Variável;3.493;1;EURIBOR1Y0;2.493;5100378105;113;EMP
22/01/2025;659277;Empréstimo;Papel Comercial;Prémio;EUR;750000;100000;24/01/2025;23/05/2025;PC1128_0007;TRANSGRANITOS 2024 - 7ª Emissão;PTT1GGJM0001;1312000;TRANSGRANITOS-MARMORES E GRANITOS ALTO TAMEGA,LDA//;101005.88;22/01/2025;3.043;101005.88;278.94;PC1128;6228;502214244;"	";Taxa Variável;3.043;0.55;EURIBOR1Y0;2.493;8025832051;113;EMP
22/01/2025;659279;Empréstimo;Papel Comercial;Prémio;EUR;3200000;3200000;24/01/2025;05/05/2025;PC0998_0016;GRUPADO CORK SUPPLY 2023 - 16ª Emissão;PTC55WJM0045;1312000;CORK SUPPLY PORTUGAL, SA//;3229721.83;22/01/2025;3.3106;3229721.83;9711.09;PC0998;6226;503383058;"	";Taxa Variável;3.3106;0.65;EURIBOR3M0;2.671;8030996066;113;EMP
22/01/2025;659280;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;24/01/2025;21/03/2025;PC0895_0032;GRUPADO ETE - DEZ 2021 - 32ª Emissão;PTE93NJM0014;1312000;ETE-FLUVIAL SA//;1508356.86;22/01/2025;3.58151;1508356.86;4924.56;PC0895;7103;502387645;"	";Taxa Variável;3.58151;0.85;EURIBOR1M0;2.776;9001499374;113;EMP
22/01/2025;659298;Empréstimo;Papel Comercial;Prémio;EUR;10000000;10000000;24/01/2025;26/03/2025;PC0853_0019;GRUPADO TOYOTA CAETANO 2017 - II TF - 19ª Emissão;PTTY0HJM0081;1312000;TOYOTA CAETANO PORTUGAL, SA//;10021180.56;22/01/2025;1.25;10021180.56;11458.33;PC0853;7102;500239037;"	";Taxa Fixa;1.25;;;;2584;113;EMP
22/01/2025;659299;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;24/01/2025;24/04/2025;PC1045_0005;MENDES E GONÇALVES, SA - 2024 - 5ª Emissão;PTM94CJM0016;1312000;MENDES GONÇALVES SA//;1512828.75;22/01/2025;3.421;1512828.75;4703.88;PC1045;6594;501277625;"	";Taxa Variável;3.421;0.75;EURIBOR3M;2.671;8005168546;113;EMP
23/01/2025;659326;Empréstimo;Papel Comercial;Prémio;EUR;200000;200000;27/01/2025;28/04/2025;PC0879_0012;ROZES SA 2021 - 12ª Emissão;PTR37MJM0019;1312000;ROZES S.A.//;200606.67;23/01/2025;1.2;200606.67;200;PC0879;6581;501789650;"	";Taxa Fixa;1.2;;;;2311002805;113;EMP
23/01/2025;659351;Empréstimo;Papel Comercial;Prémio;EUR;10000000;6000000;27/01/2025;27/03/2025;PC1151_0011;GRUPADO ETE 2024 - 11ª Emissão;PTE31CJM0137;1312000;ETE-SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, SA//;6035066.45;23/01/2025;3.56608;6035066.45;17830.5;PC1151;7103;501718656;"	";Taxa Variável;3.56608;0.85;EURIBOR1M0;2.755;9000755211;113;EMP
23/01/2025;659352;Empréstimo;Papel Comercial;Prémio;EUR;2000000;1000000;24/01/2025;23/07/2025;PC0906_0010;MULTIMOTO - JAN 2022 - 10ª Emissão;PTMU2UJM0002;1312000;MULTIMOTO-VEICULOS E ACESSORIOS,LDA//;1016590.00;23/01/2025;3.318;1016590.00;3041.5;PC0906;6226;502425717;"	";Taxa Variável;3.318;0.825;EURIBOR12M;2.493;7400038920;113;EMP
